candidate_id,layer_count,sources_per_layer_mean,radius,z_extent,angular_offset_fraction,orientation_alpha,eig_smooth_background,eig_center_weak_target,eig_eccentric_roi_target,eig_weighted,eig_weighted_minmax,eig_weighted_zscore
cand_0204,2,24.0,1.6086040567268767,0.4308448546630014,0.26536112218300306,0.9940633610120909,3.215752601623535,3.2536532878875732,3.2911057472229004,3.252560096979141,0.34149113452219604,-0.18888455168649437
cand_0006,3,16.0,1.6330071113321674,0.49676224755908127,0.5290085458926097,0.4250457173910717,3.2155585289001465,3.24987530708313,3.2930119037628174,3.2518838286399845,0.340129617645107,-0.19511240547913938
cand_0066,3,16.0,1.5788594136636487,0.39502036562047704,0.941176791202999,0.8448866053009829,3.2153561115264893,3.251385450363159,3.2908425331115723,3.251598733663559,0.33955564190278414,-0.19773788670810136
cand_0186,4,12.0,1.5604800201491864,0.49804822639668633,0.1747449399936281,0.05556646399019834,3.2150516510009766,3.2485344409942627,3.293731689453125,3.251504570245743,0.3393660646667409,-0.19860505135979137
cand_0161,4,12.0,1.5287157685099642,0.4556126665816942,0.7471246440434848,0.7564703959324537,3.2136731147766113,3.2476418018341064,3.28905987739563,3.2492136359214783,0.33475377459460964,-0.21970259976471268
cand_0205,1,48.0,1.3750811261840012,0.0,0.5006703632923099,0.3645648980185325,3.2152023315429688,3.2418482303619385,3.293102264404297,3.2491797268390656,0.33468550614949955,-0.22001487345147436
cand_0147,3,16.0,1.5822558784541,0.5640784455723117,0.6320214636255767,0.4293981008552153,3.212942600250244,3.2462077140808105,3.289254903793335,3.2485552608966826,0.33342828195239727,-0.2257656714150438
cand_0137,3,16.0,1.5959797139496052,0.5098038271094415,0.5577739265465539,0.031866399370455024,3.2112367153167725,3.24493145942688,3.2906196117401123,3.2479869484901425,0.332284110492399,-0.23099934327508115
cand_0148,3,16.0,1.469550154334907,0.23365251349859023,0.17023810243513232,0.07113594707154174,3.2112643718719482,3.2432703971862793,3.291023015975952,3.247587889432907,0.3314806932541193,-0.23467433634986
cand_0194,3,16.0,1.58964113479149,0.49335339776005505,0.13931096746452898,0.15425787858198062,3.210461139678955,3.2450597286224365,3.288694381713867,3.247131484746933,0.3305618232630866,-0.23887743368555817
